,idno,author-short,title-short,title-full,year-performance,genre,subgenre,subgenre-simple,structure,form,decade,location,country,periode
tc0850,tc0850,Voltaire,Orphelin-chine,L'orphelin de la chine,1755,drama,Tragédie,tragédie,cinq actes,vers,1750s,Pekin,Chine,XIIIème
tc0851,tc0851,Racine,Andromaque,Andromaque,1667,drama,Tragédie,tragédie,cinq actes,vers,1660s,Buthrot,Albanie,Temps mythologiques
tc0852,tc0852,CorneilleP,Agésilas,Agésilas,1666,drama,Tragédie,tragédie,cinq actes,vers,1660s,Ephèse,Grèce,Vème avant JC
tc0855,tc0855,LaGrangeChancel,Amasis,Amasis,1701,drama,Tragédie,tragédie,cinq actes,vers,1700s,Memphis,Egypte,VIème avant JC
tc0860,tc0860,Racine,Bajazet,Bajazet,1672,drama,Tragédie,tragédie,cinq actes,vers,1670s,Constantinople,Turquie,XIVeme
tc0862,tc0862,Voltaire,Duc-Alençon,Le duc d'alençon ou les frères ennemis,1751,drama,Tragédie,tragédie,trois actes,vers,1750s,Lusignan,France,(inconnue)
tc0864,tc0864,Voltaire,Envieux,L'envieux,(non représentée),drama,Tragédie,tragédie,trois actes,vers,(non représentée0s,(non indiqué),France,XVIIIème
tc0869,tc0869,CorneilleP,Pertharite-roi-Lombards,Pertharite roi des lombards,1651,drama,Tragédie,tragédie,cinq actes,vers,1650s,Milan,Italie,VIIème
tc0872,tc0872,LaCalprenede,Pahlante,Pahlante,1640,drama,Tragédie,tragédie,cinq actes,vers,1640s,Corinthe,Grèce,Temps mythologiques
tc0880,tc0880,LaFosse,Manlius-Capitolinus,Manlius capitolinus,1698,drama,Tragédie,tragédie,cinq actes,vers,1690s,Rome,Italie,IVème
tc0884,tc0884,CorneilleT,Camma,Camma,1661,drama,Tragédie,tragédie,cinq actes,vers,1660s,Galatie,Turquie,Temps mythologiques
tc0892,tc0892,Racine,Esther,Esther,1689,drama,Tragédie,tragédie,"trois actes, un prologue",vers,1680s,Suze,Iran,Temps bibliques
tc0896,tc0896,CorneilleP,Andromède,Andromède,1650,drama,Tragédie,tragédie,"cinq actes, un prologue",vers,1650s,Capitale de Cephée,Ethiopie,Temps mythologiques
tc0897,tc0897,LeMierre,Veuve-Malabar,La veuve du malabar,1770,drama,Tragédie,tragédie,cinq actes,vers,1770s,Malabar,Inde,XVIIIème
tc0898,tc0898,Racine,Mithridate,Mithridate,1673,drama,Tragédie,tragédie,cinq actes,vers,1670s,Nymphée,Crimée,IIème avant JC
tc0899,tc0899,Boyer,Caton,Caton,(inconnue),drama,Tragédie,tragédie,cinq actes,prose,(inconnue0s,Utique,Italie,Ier avant JC
tc0905,tc0905,CorneilleT,Maximian,Maximian,1662,drama,Tragédie,tragédie,cinq actes,vers,1660s,Marseille,France,IVème avant JC
tc0908,tc0908,TristanLHermite,Osman,Osman,1646,drama,Tragédie,tragédie,cinq actes,vers,1640s,Constantinople,Turquie,Ier avant JC
tc0331,tc0331,Quinault,Amadis,Amadis,1684,drama,Tragédie en musique,tragédie-en-musique,"cinq actes, un prologue",vers,1680s,Palais de Cérès,Pays mythologique,Temps mythologiques
tc0438,tc0438,Voltaire,Tanis-zélide,Tanis et zélide ou les rois pasteurs,(non représentée),drama,Tragédie en musique,tragédie-en-musique,cinq actes,vers,(non représentée0s,Memphis,Egypte,Temps mythologiques
tc0496,tc0496,Campistron,Achille-Polixène,Achille et polixène,1687,drama,Tragédie en musique,tragédie-en-musique,"cinq actes, un prologue",vers,1680s,Troie,Turquie,Temps mythologiques
tc0542,tc0542,Quinault,Thésée,Thésée,1675,drama,Tragédie en musique,tragédie-en-musique,"cinq actes, un prologue",vers,1670s,Athènes,Grèce,Temps mythologiques
tc0230,tc0230,Chabanon,Toison-or,La toison d'or,(non représentée),drama,Tragédie lyrique,tragédie-lyrique,quatre actes,prose,(non représentée0s,Colchide,Grèce,Temps mythologiques
tc0390,tc0390,LaFontaine,Astrée,Astrée,1691,drama,Tragédie lyrique,tragédie-lyrique,"trois actes, un prologue",vers,1690s,Forez,France,Temps féériques
tc0403,tc0403,LaMotte,Scanderberg,Scanderberg,1735,drama,Tragédie lyrique,tragédie-lyrique,"cinq actes, un prologue",vers,1730s,Andrinople,Turquie,XVème
tc0005,tc0005,DuRyer,Dynamis,Dynamis,1650,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1650s,Halicarnasse,Turquie,IIème avant JC
tc0021,tc0021,Scudéry,Vassal-généreux,Le vassal généreux - tragi-comédie,1632,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,France,France,(inconnue)
tc0026,tc0026,Magnon,Oroondate-Statira,Le mariage d'oroondate et de statira,1644,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1640s,Babylone,Irak,Ième
tc0039,tc0039,DuRyer,Alcimédon,Alcimédon,1635,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,Lieu mythologique,Pays mythologique,Temps mythologiques
tc0087,tc0087,LaCalprenede,Bradamante,La bradamante,1636,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,France,France,IXème
tc0104,tc0104,Scudéry,Ligdamon-Lidias,Ligdamon et lidias,1630,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,(non indiqué),(non indiqué),(inconnue)
tc0118,tc0118,Mareschal,Généreuse-allemande,La généreuse allemande ou le triomphe d'amour,(inconnu),drama,Tragi-comédie,tragicomédie,cinq actes,vers,(inconnu0s,Paris,France,XVIIIème
tc0121,tc0121,Gilbert,Rodogune,Rodogune,1645,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1640s,Suze,Perse,IVème avant JC
tc0127,tc0127,Rotrou,Venceslas,Venceslas,1647,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1640s,Pologne,Pologne,XIVème
tc0157,tc0157,Mareschal,Mauzolée,Le mauzolée,N/A,drama,Tragi-comédie,tragicomédie,cinq actes,vers,N/0s,Carie,Turquie,IVème avant JC
tc0158,tc0158,LaCalprenede,Clarionte,Le clarionte ou le sacrifice sanglant,1636,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,Corse,France,XVIIème
tc0164,tc0164,Scudéry,Orante,Orante,1633,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,Naples,Italie,(inconnue)
tc0197,tc0197,Scudery,Amour-tyrannique,L'amour tyrannique,1638,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,Thèbes,Grèce,Temps mythologiques
tc0219,tc0219,Bergasse+Chastenet,Journée-dupes,La journée des dupes,(inconnue),drama,Tragi-comédie,tragicomédie,quatre actes,prose,(inconnue0s,Thèbes,Grèce,Temps mythologiques
tc0220,tc0220,DuRyer,Argenis-Poliarque,Argenis et poliarque ou théocrine,1630,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,Sicile,Italie,XVIIème
tc0223,tc0223,DuRyer,Nitocris,Nitocris,1639,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,Babylone,Irak,VIIème avant JC
tc0248,tc0248,DuRyer,Cléomédon,Cléomédon,N/A,drama,Tragi-comédie,tragicomédie,cinq actes,vers,N/0s,(non indiqué),(non indiqué),(non indiqué)
tc0250,tc0250,Sallebray,Belle-égyptienne,La belle égyptienne,1641,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1640s,Tolède,Espagne,XVIIème
tc0259,tc0259,Maréchal,Cour-bergère,La cour bergère,N/A,drama,Tragi-comédie,tragicomédie,cinq actes,vers,N/0s,Arcadie,Grèce,XVIIème
tc0270,tc0270,Rotrou,Agesilan-Colchos,Agesilan de colchos,1635,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,(non indiqué),Grèce,(inconnue)
tc0281,tc0281,Boisrobert,Rivaux-amis,Les rivaux amis,1653,drama,Tragi-comédie,tragicomédie,cinq actes,prose,1650s,Italie,Italie,XVIIème
tc0300,tc0300,Magnon,Josaphat,Josaphat,1644,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1640s,Narsingue,Inde,VIIème
tc0336,tc0336,DuBoscDeMontandre,Balance-état,La balance d'état,1652,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1650s,Mégalople,(pays imaginaire),XVIIème
tc0342,tc0342,DuRyer,Bérénice,Bérénice,1644,drama,Tragi-comédie,tragicomédie,cinq actes,prose,1640s,Crète,Crète,(inconnue)
tc0358,tc0358,Boisrobert,Cassandre,Cassandre comtesse de barcelone,1653,drama,Tragi-comédie,tragicomédie,cinq actes,prose,1650s,Barcelone,Espagne,XVIIème
tc0371,tc0371,Rotrou,Don-Bernard-Cabrere,Don bernard de cabrere,1646,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1640s,Saragosse,Italie,XIVème
tc0389,tc0389,GuerinDeBouscal,Don-Quichotte,Don quichotte de la manche,1645,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1640s,Sierre Morena,Espagne,XVIème
tc0410,tc0410,Villiers,Festin-Pierre,Le festin de pierre ou le fils criminel,1659,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1650s,Séville,Espagne,XVIIème
tc0466,tc0466,Molière,Psyché,Psyché,1671,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1670s,Palais du Roi,(pays imaginaire),Temps mythologiques
tc0472,tc0472,LaCalprenede,Édouard,Édouard,1638,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,Londres,Angleterre,XVIème
tc0517,tc0517,PugetDeLaSerre,Climène,Climène ou le triomphe de la vertu,1660,drama,Tragi-comédie,tragicomédie,cinq actes,prose,1660s,Paris,France,XVIIème
tc0518,tc0518,Desfontaines,Eurimédon,Eurimédon ou l'illustre pirate,1635,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,Lesbos,Grèce,Vème avant JC
tc0523,tc0523,Boyer,Fédéric,Fédéric,1659,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1650s,Messine,Italie,XVIIème
tc0526,tc0526,Gilbert,Téléphonte,Téléphonte,1645,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1640s,Mycenes,Grèce,IVème avant JC
tc0544,tc0544,Scarron,Fausse-apparence,La fausse apparence comédie,1662,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1660s,Valence,Espagne,XVIIème
tc0562,tc0562,Rosimond,Nouveau-festin-Pierre,Le nouveau festin de pierre,1669,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1660s,Séville,Espagne,XVIIème
tc0577,tc0577,GuerinDeBouscal,Fils-désavoué,Le fils désavoué,1645,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1640s,Rome,Italie,XVIIème
tc0584,tc0584,DuRyer,Lisandre-Caliste,Lisandre et caliste,1632,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,(non indiqué),(non indiqué),(non indiqué)
tc0585,tc0585,Desjardins,Favori,Le favori,1665,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1660s,Barcelone,Espagne,XVIIème avant JC
tc0592,tc0592,Scarron,Escolier-salamanque,L'escolier de salamanque ou les généreux ennemis tragi-comédie,1654,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1650s,Tolède,Espagne,XVIIème
tc0598,tc0598,Quinault,Fantome-amoureux,Le fantome amoureux,1659,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1650s,Ferrare,Italie,XIIIème
tc0624,tc0624,Dalibray,Soliman,Soliman,1637,drama,Tragi-comédie,tragicomédie,un acte,mixte,1630s,Alep,Syrie,XVIème
tc0629,tc0629,DuRyer,Clarigène,Clarigène,1637,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,Athènes,Grèce,Temps antiques
tc0661,tc0661,Rotrou,Amélie,Amélie,1633,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,(non indiqué),(non indiqué),(non indiqué)
tc0663,tc0663,Desjardins,Manlius,Manlius,1662,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1660s,Sierre Morena,Espagne,XVIème
tc0700,tc0700,Scudery,Eudoxe,Eudoxe - tragi-comédie,1633,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,Carthage,Tunisie,Vème
tc0706,tc0706,Mareschal,Dictateur-romain,Le dictateur romain,(inconnu),drama,Tragi-comédie,tragicomédie,cinq actes,vers,(inconnu0s,Rome,Italie,temps féériques
tc0709,tc0709,DuRyer,Clitophon,Clitophon,1629,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1620s,Lieux divers,Grèce,Temps mythologiques
tc0730,tc0730,Quinault,Stratonice,Stratonice,1660,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1660s,Antioche,Turquie,IIIème avant JC
tc0739,tc0739,Mareschal,Soeur-valeureuse,La soeur valeureuse ou l'aveugle amante,N/A,drama,Tragi-comédie,tragicomédie,cinq actes,vers,N/0s,Paris,France,XVIIIème
tc0821,tc0821,DuRyer,Anaxandre,Anaxandre,1654,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1650s,(non indiqué),Grèce,VIIème avant JC
tc0831,tc0831,Beys,Céline,Céline ou les frères rivaux,1633,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,Danemark,Danemark,(inconnue)
tc0839,tc0839,Scudery,Prince-déguisé,Le prince déguisé,1635,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1630s,Palerme,Italie,VIème
tc0873,tc0873,Mareschal,Inconstance-Hylas,L'inconstance d'hylas,(inconnu),drama,Tragi-comédie,tragicomédie,cinq actes,vers,(inconnu0s,Lyon,France,temps féériques
tc0889,tc0889,Diderot,Fils-naturel,Le fils naturel ou les épreuves de la vertu,1757,drama,Tragi-comédie,tragicomédie,cinq actes,prose,1750s,Saint-Germain-en-Laye,France,XVIIIème
tc0890,tc0890,GilletDeLaTessonerie,Art-régner,L'art de régner ou le sage gouverneur,1656,drama,Tragi-comédie,tragicomédie,cinq actes,vers,1650s,Athènes,Grèce,Temps mythologiques
tc0677,tc0677,Bouilly,René-Descartes,René-descartes,1796,drama,Trait historique,autre,deux actes,prose,1790s,Utrecht,Pays-Bas,XVIème
tc0054,tc0054,Barré+Radet+Desfontaines,Mariage-Scarron,Le mariage de scarron,1797,drama,Vaudeville,vaudeville,deux actes,mixte,1790s,Paris,France,XVIIIème
tc0458,tc0458,Barré,Candide-marié,Candide marié,1788,drama,Vaudeville,vaudeville,deux actes,mixte,1780s,Constantinople,Turquie,XVIIIème
tc0525,tc0525,Coupigny+Barré+Piis+Radet+Desfontaines,Hommage-Racine,Hommage du petit vaudeville au grand racine,1798,drama,Vaudeville,vaudeville,un acte,mixte,1790s,Champs-Elysées,Pays mythologique,Temps mythologiques
